iter	RMSE
500	0.1956531794
501	0.1956316339
502	0.195631314
503	0.1956120359
504	0.1956038062
505	0.1956035806
506	0.1955893925
507	0.195572312
508	0.1955506088
509	0.1955177651
510	0.1955090275
511	0.1954775028
512	0.1954592363
513	0.1954452883
514	0.1954239715
515	0.1954139862
516	0.1954036451
517	0.1954034803
518	0.195396973
519	0.1953813981
520	0.1953749675
521	0.195361392
522	0.1953438369
523	0.1953246995
524	0.1953098064
525	0.1953096085
526	0.1952991504
527	0.1952712684
528	0.1952611256
529	0.1952419178
530	0.1952417
531	0.1952221275
532	0.195197078
533	0.1951897445
534	0.1951804242
535	0.1951801715
536	0.1951707248
537	0.1951543491
538	0.1951541897
539	0.1951269571
540	0.1951134986
541	0.1951021618
542	0.1950785385
543	0.1950550123
544	0.1950401068
545	0.195027329
546	0.1950192242
547	0.1950044
548	0.1950041556
549	0.1949929959
550	0.1949754196
551	0.1949752629
552	0.1949750148
553	0.1949538041
554	0.1949456129
555	0.194939972
556	0.1949151515
557	0.1948950149
558	0.1948947684
559	0.1948945225
560	0.1948942755
561	0.194868907
562	0.1948496871
563	0.1948258336
564	0.1948123946
565	0.1948022223
566	0.1948020381
567	0.1947890754
568	0.1947888903
569	0.1947551271
570	0.1947548845
571	0.1947495435
572	0.1947376609
573	0.1947238619
574	0.1947123673
575	0.1946945421
576	0.1946756531
577	0.1946648613
578	0.1946647105
579	0.1946544664
580	0.1946387978
581	0.1946126639
582	0.1945945386
583	0.1945943153
584	0.1945890315
585	0.1945888494
586	0.1945747974
587	0.1945640099
588	0.1945637887
589	0.1945424832
590	0.1945423025
591	0.1945316632
592	0.1945314827
593	0.1945313051
594	0.1945171623
595	0.1945169833
596	0.1945019352
597	0.1944883293
598	0.1944652687
599	0.1944650904
600	0.1944478574
601	0.1944399053
602	0.1944260905
603	0.1944041589
604	0.1943949371
605	0.1943724825
606	0.1943569997
607	0.1943499004
608	0.1943428636
609	0.1943229057
610	0.194311868
611	0.1943014381
612	0.1943012609
613	0.194301039
614	0.1942802028
615	0.1942793808
616	0.1942792048
617	0.1942616545
618	0.1942471425
619	0.1942378477
620	0.1942292574
621	0.1942284577
622	0.1942115424
623	0.1941946077
624	0.1941822961
625	0.1941612955
626	0.1941611209
627	0.1941468413
628	0.1941342492
629	0.1941336915
630	0.1941181887
631	0.1941180153
632	0.1940976229
633	0.1940973929
634	0.1940972201
635	0.1940832306
636	0.1940830315
637	0.1940720009
638	0.1940712449
639	0.1940543774
640	0.1940322998
641	0.1940217862
642	0.1939924144
643	0.1939843614
644	0.1939767485
645	0.1939651519
646	0.1939585923
647	0.1939510066
648	0.1939505075
649	0.1939389816
650	0.1939137779
651	0.1938894264
652	0.19387564
653	0.1938666101
654	0.1938489124
655	0.193848687
656	0.1938358891
657	0.1938161445
658	0.1938014833
659	0.1938012759
660	0.1937750959
661	0.1937551917
662	0.1937364559
663	0.1937206142
664	0.1937163431
665	0.193697163
666	0.1936754154
667	0.1936649743
668	0.1936400507
669	0.1936194071
670	0.1935983262
671	0.1935848159
672	0.19358373
673	0.1935725234
674	0.1935540322
675	0.1935521062
676	0.1935429615
677	0.193530056
678	0.1935255822
679	0.193510776
680	0.1935052769
681	0.1934984645
682	0.1934689485
683	0.1934646749
684	0.1934635718
685	0.1934569899
686	0.193445106
687	0.1934409721
688	0.1934193177
689	0.1934156058
690	0.1934107041
691	0.1933928585
692	0.1933820751
693	0.1933663606
694	0.1933370629
695	0.1933198285
696	0.1932993395
697	0.193268308
698	0.193267282
699	0.1932601417
700	0.1932434557
701	0.1932316802
702	0.1932160252
703	0.1932039251
704	0.193195786
705	0.1931818034
706	0.193154876
707	0.193148535
708	0.193125769
709	0.19311116
710	0.1931092775
711	0.1930934051
712	0.1930831208
713	0.1930726541
714	0.1930474916
715	0.1930408287
716	0.1930397996
717	0.1930239728
718	0.192998017
719	0.1929919521
720	0.1929824567
721	0.1929726463
722	0.1929472434
723	0.19294078
724	0.1929389572
725	0.1929371553
726	0.1929276403
727	0.1929120441
728	0.1928901513
729	0.192888364
730	0.1928739532
731	0.192864615
732	0.1928627234
733	0.1928439136
734	0.1928295267
735	0.1928146832
736	0.1928058208
737	0.1928040689
738	0.1928022162
739	0.192800506
740	0.1927769136
741	0.1927615276
742	0.1927429758
743	0.1927420097
744	0.1927199216
745	0.192702399
746	0.1926957568
747	0.1926810453
748	0.1926703782
749	0.1926510842
750	0.1926366713
751	0.1926348611
752	0.1926234402
753	0.1926025264
754	0.1926007343
755	0.1925805212
756	0.1925802067
757	0.1925587422
758	0.1925490526
759	0.1925278753
760	0.1925179287
761	0.1925085989
762	0.192490858
763	0.1924890939
764	0.192465676
765	0.1924565068
766	0.1924442017
767	0.1924336185
768	0.1924275781
769	0.1924063139
770	0.1923918481
771	0.1923854231
772	0.1923711674
773	0.1923618285
774	0.192356334
775	0.1923441155
776	0.1923215524
777	0.1923162072
778	0.1923059667
779	0.1923053633
780	0.1922834663
781	0.1922677192
782	0.1922602964
783	0.1922505153
784	0.1922439198
785	0.1922303768
786	0.1922223252
787	0.1922207079
788	0.1921997878
789	0.1921832922
790	0.1921772342
791	0.1921683136
792	0.1921639587
793	0.1921466964
794	0.1921411102
795	0.1921315479
796	0.1921117653
797	0.192104135
798	0.1920908366
799	0.1920822494
800	0.1920702397
801	0.1920610075
802	0.1920522699
803	0.1920480715
804	0.1920303394
805	0.1920219316
806	0.1920135125
807	0.1920054103
808	0.1919883315
809	0.191974053
810	0.1919587331
811	0.1919462075
812	0.1919421389
813	0.1919340214
814	0.1919274684
815	0.1919141593
816	0.1919055436
817	0.1919046506
818	0.1918968711
819	0.191889377
820	0.1918815269
821	0.1918743036
822	0.1918553953
823	0.1918548253
824	0.1918468072
825	0.1918462674
826	0.191838438
827	0.1918314876
828	0.1918134504
829	0.1918019468
830	0.1917980154
831	0.1917875501
832	0.1917799748
833	0.1917700986
834	0.1917567498
835	0.1917385906
836	0.1917237875
837	0.1917159311
838	0.1917150386
839	0.1917112141
840	0.1916968862
841	0.1916822534
842	0.1916690777
843	0.1916614334
844	0.1916536617
845	0.191640972
846	0.1916342747
847	0.1916280948
848	0.1916206247
849	0.1916122655
850	0.1916012827
851	0.1915975865
852	0.1915903439
853	0.1915823447
854	0.1915753907
855	0.1915718001
856	0.1915714721
857	0.1915566622
858	0.1915444197
859	0.1915374507
860	0.1915260791
861	0.1915166794
862	0.1915073536
863	0.1914935128
864	0.1914867809
865	0.1914808429
866	0.1914664954
867	0.1914575113
868	0.1914515572
869	0.191433917
870	0.1914281801
871	0.1914226983
872	0.1914112075
873	0.1914034303
874	0.1914025595
875	0.1913971816
876	0.1913901166
877	0.1913769463
878	0.1913693781
879	0.1913583473
880	0.1913455971
881	0.1913293303
882	0.1913119247
883	0.1913084889
884	0.1912905817
885	0.1912872188
886	0.1912863672
887	0.1912762816
888	0.1912729896
889	0.1912673141
890	0.1912558492
891	0.1912436918
892	0.1912428528
893	0.1912427157
894	0.1912394974
895	0.1912343848
896	0.191221133
897	0.1912129406
898	0.1911959614
899	0.191188959
900	0.191181075
901	0.1911802433
902	0.1911728371
903	0.1911720152
904	0.1911671652
905	0.1911523676
906	0.1911492483
907	0.1911491131
908	0.1911369055
909	0.1911360928
910	0.1911353176
911	0.191123544
912	0.1911194049
913	0.1911192721
914	0.1911142572
915	0.1911141249
916	0.1911080296
917	0.1911072373
918	0.191105658
919	0.1910963143
920	0.1910895513
921	0.1910848868
922	0.1910708043
923	0.1910587973
924	0.1910504094
925	0.1910426629
926	0.1910350426
927	0.1910342888
928	0.1910335166
929	0.1910270634
930	0.191019253
931	0.1910071502
932	0.1909946952
933	0.1909939605
934	0.1909775022
935	0.1909711049
936	0.1909705296
937	0.1909645182
938	0.1909480885
939	0.1909475197
940	0.1909447174
941	0.1909331241
942	0.1909325642
943	0.1909324341
944	0.1909317115
945	0.1909311574
946	0.1909080621
947	0.1909031039
948	0.1908957883
949	0.1908952383
950	0.1908839545
951	0.1908669771
952	0.1908505829
953	0.1908444044
954	0.190836912
955	0.1908275551
956	0.1908181929
957	0.1908122386
958	0.1908054851
959	0.1907996251
960	0.1907969369
961	0.1907961999
962	0.1907820802
963	0.1907615156
964	0.19075485
965	0.1907543147
966	0.1907463701
967	0.1907366475
968	0.1907365215
969	0.1907212548
970	0.1907033636
971	0.1906921353
972	0.1906915609
973	0.1906752729
974	0.1906618257
975	0.190655339
976	0.1906496705
977	0.1906434305
978	0.1906387041
979	0.190632888
980	0.1906234264
981	0.1906168977
982	0.1906002034
983	0.1905929751
984	0.1905768228
985	0.1905708271
986	0.1905639181
987	0.1905539008
988	0.1905407327
989	0.190535132
990	0.1905282342
991	0.1905209566
992	0.1905126826
993	0.1905125036
994	0.1905123239
995	0.1905052457
996	0.1904992992
997	0.1904848973
998	0.1904788571
999	0.190469045
1000	0.1904583159
1001	0.1904537322
1002	0.1904439599
1003	0.1904438377
1004	0.1904391412
1005	0.1904346763
1006	0.1904305623
1007	0.190430386
1008	0.1904207996
1009	0.1904084933
1010	0.1903902971
1011	0.1903901199
1012	0.1903899906
1013	0.1903751122
1014	0.1903560677
1015	0.1903555091
1016	0.1903478149
1017	0.1903476572
1018	0.1903400198
1019	0.1903306232
1020	0.1903239674
1021	0.1903237911
1022	0.1903046181
1023	0.1902981849
1024	0.1902980286
1025	0.1902829925
1026	0.1902676412
1027	0.1902630237
1028	0.190252248
1029	0.1902515481
1030	0.1902423838
1031	0.1902363464
1032	0.1902246396
1033	0.1902063334
1034	0.1902008623
1035	0.1901918905
1036	0.1901917347
1037	0.190186288
1038	0.1901861329
1039	0.190177339
1040	0.1901712218
1041	0.1901705587
1042	0.1901528879
1043	0.1901382246
1044	0.1901296014
1045	0.190123852
1046	0.190117101
1047	0.1901156181
1048	0.1901149406
1049	0.1901090551
1050	0.1901088846
1051	0.190108348
1052	0.1901078161
1053	0.1900993718
1054	0.1900904865
1055	0.1900829649
1056	0.1900759071
1057	0.190069283
1058	0.1900687568
1059	0.19006117
1060	0.1900526099
1061	0.1900386793
1062	0.1900385104
1063	0.1900326071
1064	0.1900270834
1065	0.1900269158
1066	0.1900230027
1067	0.1900108839
1068	0.190002131
1069	0.1899960847
1070	0.1899906734
1071	0.1899736512
1072	0.1899731575
1073	0.1899687999
1074	0.1899686335
1075	0.1899684845
1076	0.1899586955
1077	0.1899498364
1078	0.1899493242
1079	0.1899419972
1080	0.1899347672
1081	0.1899342608
1082	0.189921725
1083	0.1899212458
1084	0.1899159167
1085	0.1899154178
1086	0.1899149229
1087	0.1899037298
1088	0.1898910278
1089	0.1898830639
1090	0.1898724389
1091	0.1898626683
1092	0.1898621759
1093	0.1898432321
1094	0.1898381306
1095	0.189823792
1096	0.1898171238
1097	0.1898122177
1098	0.1898074992
1099	0.1898070131
1100	0.1897866908
1101	0.1897732665
1102	0.1897727818
1103	0.1897678054
1104	0.1897626297
1105	0.1897554551
1106	0.1897377908
1107	0.1897329517
1108	0.1897208793
1109	0.1897069836
1110	0.1896908177
1111	0.1896903356
1112	0.1896786142
1113	0.1896629598
1114	0.189656856
1115	0.1896522859
1116	0.1896379606
1117	0.1896323167
1118	0.1896206865
1119	0.1896161068
1120	0.1896159977
1121	0.1896059401
1122	0.1896058316
1123	0.189605354
1124	0.1896009676
1125	0.1896004942
1126	0.1895936139
1127	0.1895882479
1128	0.1895880885
1129	0.1895876201
1130	0.1895871556
1131	0.1895828666
1132	0.1895827598
1133	0.1895822993
1134	0.1895674941
1135	0.1895670378
1136	0.1895570563
1137	0.1895473782
1138	0.1895273824
1139	0.1895272758
1140	0.1895268278
1141	0.1895134374
1142	0.1894959502
1143	0.1894958446
1144	0.1894834643
1145	0.1894768172
1146	0.1894763736
1147	0.1894714737
1148	0.1894541663
1149	0.1894537259
1150	0.1894400271
1151	0.1894329401
1152	0.1894162194
1153	0.1894157799
1154	0.1894153439
1155	0.1894149113
1156	0.189414807
1157	0.1894091228
1158	0.1893936455
1159	0.1893882894
1160	0.1893826815
1161	0.1893822533
1162	0.1893818284
1163	0.189373066
1164	0.1893635767
1165	0.1893631538
1166	0.1893494917
1167	0.1893493879
1168	0.1893386396
1169	0.1893382207
1170	0.1893378051
1171	0.1893279621
1172	0.1893217671
1173	0.1893134975
1174	0.1893133942
1175	0.1893030254
1176	0.1893029223
1177	0.1893025102
1178	0.1892963652
1179	0.1892959567
1180	0.1892892247
1181	0.1892888188
1182	0.1892778299
1183	0.1892725083
1184	0.1892721048
1185	0.1892630833
1186	0.18925091
1187	0.189250323
1188	0.1892413848
1189	0.1892412829
1190	0.189235191
1191	0.1892220947
1192	0.1892216968
1193	0.1892139471
1194	0.1892078141
1195	0.1892023229
1196	0.1891921624
1197	0.189191767
1198	0.1891827124
1199	0.1891782702
1200	0.1891725758
1201	0.1891660266
1202	0.1891659269
1203	0.1891514512
1204	0.1891510611
1205	0.1891509806
1206	0.1891505934
1207	0.1891381225
1208	0.1891215785
1209	0.1891077183
1210	0.1891076192
1211	0.189096244
1212	0.1890883383
1213	0.1890771246
1214	0.1890715346
1215	0.1890635176
1216	0.1890629476
1217	0.1890573897
1218	0.1890552032
1219	0.1890551043
1220	0.1890547234
1221	0.1890469199
1222	0.1890406667
1223	0.1890405888
1224	0.1890262257
1225	0.1890187911
1226	0.1890187111
1227	0.1890043629
1228	0.189004283
1229	0.1889975438
1230	0.1889969837
1231	0.1889836725
1232	0.1889747567
1233	0.1889742029
1234	0.188969543
1235	0.1889580831
1236	0.1889580033
1237	0.1889579236
1238	0.1889492975
1239	0.1889491999
1240	0.1889407155
1241	0.1889406361
1242	0.1889405387
1243	0.1889322215
1244	0.1889317927
1245	0.1889267114
1246	0.1889228535
1247	0.1889104431
1248	0.1889012405
1249	0.1889011091
1250	0.1888883399
1251	0.1888800569
1252	0.1888796822
1253	0.1888710984
1254	0.1888710195
1255	0.1888609127
1256	0.1888573472
1257	0.1888534051
1258	0.188853329
1259	0.1888475813
1260	0.1888340768
1261	0.1888267784
1262	0.1888179882
1263	0.188817892
1264	0.1888056208
1265	0.1888051984
1266	0.1887977388
1267	0.1887857885
1268	0.1887722528
1269	0.1887658245
1270	0.1887607991
1271	0.1887556966
1272	0.1887430784
1273	0.1887306854
1274	0.1887185696
1275	0.1887116245
1276	0.1887112068
1277	0.1887111286
1278	0.1887107609
1279	0.1887024939
1280	0.1887024185
1281	0.1887023229
1282	0.1886964642
1283	0.1886909631
1284	0.1886781443
1285	0.1886687634
1286	0.1886559573
1287	0.1886558628
1288	0.1886469406
1289	0.1886402697
1290	0.1886401922
1291	0.1886401145
1292	0.1886400204
1293	0.1886326648
1294	0.1886313344
1295	0.1886261982
1296	0.1886261209
1297	0.1886171363
1298	0.1886076845
1299	0.188602095
1300	0.1886020203
1301	0.1885893737
1302	0.1885880634
1303	0.1885879701
1304	0.1885824542
1305	0.1885757025
1306	0.1885695588
1307	0.1885566434
1308	0.18855535
1309	0.1885549535
1310	0.1885536776
1311	0.1885524181
1312	0.18854605
1313	0.1885389226
1314	0.1885388462
1315	0.1885268178
1316	0.1885179519
1317	0.1885093494
1318	0.1885092572
1319	0.1885088732
1320	0.1885087969
1321	0.1885046914
1322	0.1884977278
1323	0.1884973466
1324	0.1884880142
1325	0.1884840085
1326	0.1884711667
1327	0.1884660692
1328	0.1884589085
1329	0.188450462
1330	0.1884473586
1331	0.188446983
1332	0.1884419041
1333	0.1884297071
1334	0.1884296329
1335	0.1884239061
1336	0.1884160912
1337	0.1884099968
1338	0.1884028771
1339	0.1883941215
1340	0.1883940307
1341	0.1883815239
1342	0.1883814481
1343	0.1883719714
1344	0.1883718949
1345	0.1883637432
1346	0.1883636676
1347	0.1883597559
1348	0.1883527358
1349	0.1883526592
1350	0.1883451998
1351	0.1883348023
1352	0.1883346985
1353	0.1883346234
1354	0.1883298732
1355	0.1883286651
1356	0.1883285901
1357	0.188328515
1358	0.1883235187
1359	0.1883159093
1360	0.1883098942
1361	0.1883086989
1362	0.1883086242
1363	0.1883037915
1364	0.1882936258
1365	0.1882887411
1366	0.1882766389
1367	0.1882655142
1368	0.1882643409
1369	0.1882642686
1370	0.1882641941
1371	0.1882583954
1372	0.1882525558
1373	0.1882481735
1374	0.1882480989
1375	0.1882359715
1376	0.1882358974
1377	0.1882321049
1378	0.1882227164
1379	0.188210829
1380	0.1882096713
1381	0.1882032757
1382	0.188195924
1383	0.1881842771
1384	0.188175594
1385	0.1881755201
1386	0.1881718058
1387	0.1881717313
1388	0.188171655
1389	0.188171579
1390	0.1881704346
1391	0.1881555089
1392	0.1881543783
1393	0.188150761
1394	0.1881463217
1395	0.1881443005
1396	0.1881322576
1397	0.1881265954
1398	0.188121123
1399	0.1881174479
1400	0.188116334
1401	0.1881047874
1402	0.188099498
1403	0.1880906065
1404	0.1880905071
1405	0.1880904205
1406	0.188090334
1407	0.1880902157
1408	0.1880856892
1409	0.1880824723
1410	0.1880721824
1411	0.1880720851
1412	0.188069431
1413	0.1880618091
1414	0.1880616756
1415	0.1880545113
1416	0.1880544378
1417	0.188054363
1418	0.1880476439
1419	0.1880475735
1420	0.1880396743
1421	0.1880332562
1422	0.1880292376
1423	0.1880235748
1424	0.1880150568
1425	0.1880149846
1426	0.1880149121
1427	0.1880148403
1428	0.1880147687
1429	0.1880139404
1430	0.1880044564
1431	0.1879994619
1432	0.1879939493
1433	0.1879938639
1434	0.187993731
1435	0.1879936594
1436	0.1879935904
1437	0.187988207
1438	0.1879841343
1439	0.1879793748
1440	0.187979306
1441	0.1879791747
1442	0.1879746255
1443	0.1879672377
1444	0.1879671694
1445	0.1879593591
1446	0.1879592888
1447	0.1879528054
1448	0.1879418505
1449	0.1879377505
1450	0.1879327737
1451	0.1879229964
1452	0.1879190125
1453	0.1879189269
1454	0.1879188594
1455	0.1879149864
1456	0.1879149162
1457	0.1879148492
1458	0.1879147652
1459	0.1879146958
1460	0.1879050315
1461	0.1878987278
1462	0.1878939102
1463	0.1878878204
1464	0.1878806464
1465	0.1878742378
1466	0.1878741686
1467	0.1878740995
1468	0.1878658463
1469	0.1878562622
1470	0.1878481958
1471	0.1878446101
1472	0.1878410205
1473	0.1878353694
1474	0.1878314112
1475	0.1878277382
1476	0.187827669
1477	0.1878205026
1478	0.1878204315
1479	0.1878133487
1480	0.1878040094
1481	0.187799399
1482	0.1877891813
1483	0.1877891157
1484	0.1877890474
1485	0.1877879481
1486	0.1877843767
1487	0.1877843084
1488	0.1877842432
1489	0.1877841782
1490	0.1877745522
1491	0.1877640856
1492	0.1877640179
1493	0.1877571155
1494	0.1877570473
1495	0.1877569826
1496	0.1877534915
1497	0.1877485149
1498	0.1877449484
1499	0.187744883
1500	0.1877375914
1501	0.1877332621
1502	0.1877256192
1503	0.1877235432
1504	0.1877219085
1505	0.1877172728
1506	0.187707619
1507	0.1876962774
1508	0.1876962129
1509	0.1876913688
1510	0.1876879901
1511	0.1876831142
